listing_id,id,date,reviewer_id,reviewer_name,comments
8371484,54258980,2015-11-17,305514,Drew,"The loft was perfectly located. We could walk to all sorts of breweries, restaurants and great shops. Zac had prepared the house for us with fresh beverages, towels & sheets. We couldn't have had a better experience for our Portland trip."
8371484,54809946,2015-11-23,1435011,Tarso,"Really nice apartment, very responsive host, great location. All went really well, highly recommended. "
8371484,55672422,2015-12-04,3690636,Gena,"This loft is perfection! The weather wasn't so great during our visit, but staying at such a lovely place completely made up for spending more time indoors! The bed is so comfortable and everything looks as beautiful as the photos. Also no one is currently living in the loft so it is free of most personal items (except interesting architecture books!). Location is perfect--super close to all the shops and restaurants we wanted to visit. Zac and Fumi were super communicative and flexible even when we arrived a few hours later than initially planned. My only suggestion if you stay here is to bring slippers :)"
8371484,55936972,2015-12-07,47280993,Kristy,"Zac and Fumi are very responsive hosts who were accommodating and approachable. They replied to our inquiries and texts immediately. The instructions for the unit were very thorough. The loft is in a wonderful location close to the heart of the Pearl. It's decor is very sophisticated and unique. Street parking was easy in the evening which saved us parking fees in a garage. The unit was really quiet and the neighbors were friendly. It is a dark space and the lighting is a little tricky, but all in all, we had a wonderful time and would stay there again. "
8371484,56614918,2015-12-15,177032,Jennifer,"Zac & Fumi are amazing hosts! They are super fast to respond and Zac was there to greet us at our arrival to show us around. They were flexible with our check-in/out times and provided such a great space with all of the amenities you could need for a short or long stay. One thing to note is that in winter, the apartment is quite 'cozy' at night and lighting is not super bright. This was no problem for us, but if you're used to bright overhead lights, this might be an adjustment for you. 

The bed and sofa were SUPER comfortable - perfect for rainy Portland afternoons and nights, which is what we experienced the whole time we were in town :) The comfort of the apartment and proximity to * everything * totally made up for the dismal weather though. We would love to return here and actually call this space home. Thanks again! "
8371484,57043441,2015-12-21,35864262,Erica,"This is a lovely Airbnb.

Smack bang in the middle of the Pearl... 

Everything you need is in this flat - it's a really good place to stay."
8371484,59306227,2016-01-09,23439164,Graham,Zac was a great host; nothing was too difficult to get.  A great welcome for a new visitor
8371484,59765319,2016-01-15,18939321,Kaitlin,"A great location in the heart of the Pearl District with good food, art galleries and shopping all around. The loft is decorated in a casual and comfortable style that feels part of the creative community."
8371484,60694967,2016-01-26,30109703,Tim,"Definitely rent this place if you want the ""true"" Portland experience. It basically comes with everything except a beard. Within literal steps of world-class coffee and beer, the loft itself will inspire you to FaceTime your friends back home just so they see what you look like in this particular loft. Also, Zac and Fumi are extremely text-able and accessible, and the building is totally clean and upscale without being pretentious. I rate the whole experience 1000 points out of a 1000. "
8371484,60956370,2016-01-30,4713123,Tim,"We had a great time in Portland! This is an amazing place to pray. Right in the heart of the trendy Pearl district- right across the street from an amazing tapas restaurant, coffee shops and world class breweries within walking distant. 
Zac was great! Quick and easy introduction to apartment- and made his self available for any questions during the trip. 
Highly recommend this listing. "
8371484,61628369,2016-02-07,9481750,Thomas,"We really loved the location and feel in this loft.  Everything was easy, from checkin meeting Zac, all the carefully appointed appliances to checkout.  We had a great time in Portland and this loft was integral!"
8371484,61752450,2016-02-08,9481750,Thomas,"We really loved the location and feel in this loft. Everything was easy, from checkin meeting Zac, all the carefully appointed appliances to checkout. We had a great time in Portland and this loft was integral!
"
8371484,62101402,2016-02-11,15791290,Leslie,"Fumi met me at the apartment to give me a tour and show me how everything worked.  I was traveling for business, and the apartment was only a 2 block walk to my office, with a coffee shop on the way!  I stayed in Portland over the weekend, so having a washer/dryer when I got to Zac & Fumi's was a lifesaver.  The neighborhood felt very safe (exterior doors to the building are always locked) and there were a lot of options for food, coffee, and drinks within walking distance.  The apartment is beautifully finished and so homey, all the appliances are top-notch, and the balcony is such a great touch!  I will definitely be back."
8371484,62510986,2016-02-15,43593722,Kim And Andy,Zac showed us around the loft and made recommedations for bars and restaurants. The loft was beautiful and central to everything. We will definitely be back.
8371484,64614643,2016-03-06,15789735,Carrington,"Zac was easily accessible by text and met me at the apartment when I arrived. He was kind, helpful and showed me around the apartment. He made me feel at home and gave me ideas about what to do in the area. The apartment was just as the pictures described. The decor was fabulous, amenities perfect, bed and pillows cozy and in the best location in the city. I highly recommend renting this wonderful place. "
8371484,65228890,2016-03-12,55469545,Yuting,"Amazing Pearl is truly amazing. It is located in a renovated historical industrial building in the Pearl District--my favorite area in Portland, with stylish and distinctive interior design. When you step out of the building, you will find awesome restaurants and bars within 2 minutes' walk. (A restaurant that I strongly recommend is called Khao San--gorgeous Thai food omg!!) There are also lots of interesting and artsy stores around. The Pearl District will surprise you, trust me.

Zac and Fumi are great hosts. They contacted us three days prior to our arrival to coordinate check-in. They were also very responsive to our special request upon our leaving. They have put lots of efforts into cleaning up the apartment. The kitchen is fully-equipped 1000+, with all kinds of appliances and tablewares(beautiful wine glasses). Ah, please please go through the 'secret access' and enjoy the private balcony of the apartment--you will see everything you want to see. 

Amazing Pearl~home sweet home. I will definitely come back one day :) "
8371484,65787322,2016-03-17,21747551,Ken,"The condo was exactly as advertised. Very comfortable, clean, secure and a fantastic location. We did not need any additional help with the condo because Fumi's welcoming explanation provided all we needed."
8371484,66554066,2016-03-23,35009379,Quin,Loved the apartment and neighborhood. Perfect spot for walking around the Pearl and downtown. 
8371484,67028350,2016-03-26,6129858,Anne,Fumi met us at the building and welcomed us. The home is perfection. The area is ideal. I would stay here again. 
8371484,67849119,2016-03-31,34556070,Robyn,Our host was very welcoming. The description and photos were perfect. The location was excellent.
8371484,70591963,2016-04-18,61455166,Kiersten,"The place was exactly what we were looking for. Location was convenient to many great bars and restaurants, as well as easy to find. We were also happy to use and have access to the rooftop with a lovely view. Overall the place was clean, convenient and comfortable. Additionally there was a issue with the building the host was easy to contact and quick to respond. "
8371484,71784202,2016-04-28,43795451,Chelsea,"Zac and Fumi's loft was amazing! My husband and I loved the Pearl District location... close to awesome coffee shops/restaurants/bars/shops/sights, and wonderfully walkable to other parts of Portland! In addition to being entertaining, the neighborhood is safe. We felt comfortable walking around in the evening and early morning hours. 

The loft itself is gorgeous... but most importantly, clean and comfortable. We especially appreciated the stocked kitchen... if you want to cook, you'll find everything you need here! The many plants in the apartment gave a great contrast to the otherwise modern industrial decor. Zac was also very flexible with check-in, and understanding when we were delayed (thanks, Zac!). 

This place had everything we needed, and definitely felt like a home away from home. We wished we could have stayed!"
8371484,72293878,2016-05-01,8837478,Michelle,"What a gem! It was AWESOME. We loved the location, the convenience of restaurants, bars, coffee shops and shopping right outside our door. The little patio was a great place to soak up the sun and enjoy a cocktail after a long day of shopping. The bed was super comfortable, slept like a baby :-). This loft doesn't disappoint, it has all the amenities one can wish for and Zac & Fumi wonderful hosts. They were flexible meeting us upon arrival as we were very delayed. Also responsive to any questions we had throughout our weekend. I will definitely return when I revisit Portland."
8371484,72745612,2016-05-04,4741110,John,"So much more amazing than I had anticipated. This building, the loft apartment, the street, the neighborhood....all of it exceeded the pictures. Highly recommend, and I so want to go back. 
John from Miami Beach"
8371484,73896798,2016-05-11,64966729,Alex,"Zac and Fumi's place is an absolute dream. Clean, welcoming, and situated in the Pearl District, a hip and walkable enclave of shops, restaurants and bars that was a welcome hub for a first-time PDXer like myself.

And the hosts themselves were nothing short of a dream. Fumi was able to accommodate my arriving a bit later than anticipated and Zac was very responsive late in the trip regarding a small maintenance issue that they had notified me of far in advance and were in the process of fixing. An unrivaled Airbnb experience."
8371484,74885341,2016-05-17,48367403,Robert,"Zac was waiting for us with the key as we arrived with a friendly hello, helped us into the building and showed us around the apt. which we immediately liked. The view and location was perfect as well as the interior of the apt. The building was very quiet as well as the location, on the 3rd floor with a view of the West Hills. Great coffee across the street at Barista, and the best breakfast in Portland around the corner at Byways cafe with a friendly staff. "
8371484,75574745,2016-05-22,50150036,Mike,Wonderful stay! The loft is the ideal place to stay in the pearl district! High end secure building. The perfect location. Wonderful views from the rooftop deck. The place was very unique and comfortable. Great little balcony off the kitchen. Walkable to everything. Would love to stay here again! Bed is extremely comfortable. Miss it already! Strongly recommend this home. 
8371484,76762308,2016-05-29,41770776,Brooke,"Our experience was absolutely perfect. Fumi was effortless to communicate with regarding our arrival and the loft even more chic and fabulous in person than in the pictures; slept amazing in the bed (and I'm kind of high maintenance with beds), Whole Foods two blocks away to get staples (although coffee and sugar and olive oil etc available) incredible location right in the middle of fantastic restaurants and breweries and shops. We walked everywhere and used the rail and occasional short Uber ride with ease. During our down time, my husband was obsessed with sitting on the little balcony to people watch, I read under a cozy throw on the super comfortable sectional. Literally the best Airbnb experience ever. Thank you!!!"
8371484,77672009,2016-06-02,2860190,Shaun,"Loved this place! Excellent location in Portland, close to all shops and restaurants. Beware, if you do drive, you'll need to feed the meter with money to park until it becomes free at 7pm on the street. The actual apartment though is well situated and Fumi was a gracious host. Thank you! "
8371484,78190335,2016-06-05,868067,Laura,Grest place in a fantastic location. Especially loved the little balcony overlooking the street. Great place to have a glass of wine.
8371484,78690198,2016-06-08,22009998,Cody And Libby,"We had an amazing time staying in this incredible loft. The loft is located in a great neighborhood with a plethora of shops and restaurants. The listing and pictures are very accurate and the loft is really just as aesthetically beautiful as the pictures show. Fumi checked us in and was very welcoming. The check-in was quick an easy and there was a binder with all of the information we needed for our stay. Fumi and Zac were very accommodating and made every effort to make our stay extraordinary. 

They were incredible hosts and we would recommend staying in their loft if you are planning to visit Portland. "
8371484,79421735,2016-06-12,28567647,Shane,The loft was great and in a perfect location to explore the neighborhoods.  Would definitely stay here again.
1917542,9176997,2013-12-10,9761836,Jessica,"I really enjoyed my stay at the Sun House!  It's very private and comfortable.  The bed is comfortable and the decor in both the living room and bedroom is great.  The kitchenette is handy and I really appreciated the selection of tea. There is good coffee there too.
Stuart is a considerate and responsive host, who also left me the privacy I was looking for.
The Sun House is a great deal and I would definitely stay here again!"
1917542,9337412,2013-12-22,1188278,Liz,"Stuart was a great host. He has a wonderful new home decorated to the ""T"". Stuart thought of everything from a hair dryer, shampoo, an umbrella, and both a kettle and coffee maker. The house is in a quiet neighborhood with great restaurants nearby. Parking wasn't a problem either."
1917542,9531054,2014-01-01,10765784,Oliver,"The place was simply perfect; clean, warm and inviting private space that was cozily furnished. Stuart made it comfortable, was very friendly and accommodating , quickly responding to correspondence during our pleasant stay.  He gave excellent recommendations for food, drinks, and local attractions. We felt like locals in this residential neighborhood - supermarket, pubs, eateries, yoga, and public transportation all conveniently around the corner."
1917542,9630059,2014-01-03,3738988,Carina,"Stuart was an excellent host - and a great decorator! The space is perfect for a stay in Portland in the NE Neighborhood. Close to restaurants, bars etc. Would definitely stay here again..."
1917542,9859863,2014-01-14,924597,Kiki,"Stuart's listing is absolutely adorable! It's clean and well organized; he's done a great job utilizing the space! The Checkin and Checkout was so easy and Stuart is super communicative and was available to us at anytime if we were to need anything. The location of the listing is also awesome! Close to shopping, breakfast places, coffee, etc. The bed was super comfortable and there was plenty of hot water. It was the perfect space for two people and I think we could have even fit a third person comfortably as well (on the fold out couch). Also, plenty of street parking if you have a car. I would highly suggest this little gem to anyone staying in Portland, we can't wait to come back!"
1917542,9977298,2014-01-22,10448006,Maria,"We loved our stay at the Sun House. Checkin was super easy, the suite was super clean, welcoming and comfortable, and was everything we expected and more from the description and photos shown. It's also close to everything needed once you go out and explore, and it's not located far from Downtown. Stuart was great, responsive, and was really helpful with suggestions; he was thoughtful and went out of his way to accommodate us and our schedule.
Netflix was also a treat to have for when there is some downtime.
Overall, it was a good experience and we would stay at the Sun House again."
1917542,10074998,2014-01-28,4353511,Mary,"Stuarts place is lovely! It was a great find and a real gem. Clean, neat and cozy and in a great location. It was perfect for our 3 day stay in Portland, and we are a family of 4. Our kids were more than happy on the sleeper couch and our bed was just marvellous. The apartment had almost everything we could need for a few days stay, the only downside is that there is no 'real' kitchen so washing up needs to happen in the bathroom - not a big deal, especially when you are only there for a few days, but worth noting if you need it. We loved out stay and would happily stay there again if in Portland. It is great value for money and SO much better than a hotel!! Thank you Stuart for the care you put into everything, all the small touches are noticed, and it was great to have you so willing to help and offer advice on where to go, etc. The fruit bowl was a lovely touch (and such good fruit)!"
1917542,10160587,2014-02-03,3762865,Caleb,The Sun House is a great little place to stay in a nice Portland neighborhood. It is incredibly quiet (we heard birds in the morning instead of traffic) and comfortable. I would recommend Stuart's place to anyone. I'll definitely look to book here again next time I'm in Portland. Thanks Stuart!
1917542,10312429,2014-02-12,11373599,Eileen,"Stuart was a wonderful host!  The rooms were bright, cozy, and very clean.  He made me and my friends' stay very comfortable.  He is very attentive, as he kept us up to date and offered us assistance when there was a snow storm.  This was one of our most enjoyable stays.  

His accommodation offered us lots of ways to pass the time in the poor weather.  There were plenty of board games, books, tourism magazines and Netflix.  

In the event the snow got really bad, it was nice to have markets/restaurants/shops that were within short walking distance.  

We also appreciated that he allowed us to play with the cat upstairs, while keeping the suite animal-free for those who may have allergies (me).  :)

We will definitely stay again on our future trips to Portland."
1917542,10424524,2014-02-18,9020816,Lizzie,We stayed at the Sun House Private Suite for a couple days while visiting Portland and couldn't have been happier with the place. It was very cozy and comfortable with all the amenities we needed which were just as described in the listing. The suite was decorated nicely and made us feel right at home. It was the perfect location if you are staying in Portland as there were easy means of transportation as well as being close to various well known restaurants/bars/breweries/coffee shops/etc...Stuart was a wonderful host and we would most definitely return next time we are in Portland. We would highly recommend the Sun House to our friends and anyone looking for an affordable and great place. 
1917542,10540914,2014-02-24,11340053,Colton,"Stewart was a great host. He was very responsive when he was needed and his house was perfect for a 1 to 2 person stay. The house was well prepared and had some nice features (he provides Netflix!), and Steward was friendly, accommodating, and helpful."
1917542,10587317,2014-02-26,11103230,Tamara,"Stuart was great! He communicated well with us before and during our trip and made sure we were comfortable. It was raining in Portland when we were there and he made sure to bring us some extra umbrellas in case we needed them. I felt like he went above and beyond to ensure that we were satisfied with our accommodations. The Sun House was very comfortable and was the perfect place to relax after a long day exploring the city. I would definitely stay here again if I find myself in Portland. Thanks, Stuart!"
1917542,10721318,2014-03-04,10961348,Mike,"The Sun House attracted us due to its location near our daughter's home. We did not intend to use it any differently than a hotel room. It met our needs perfectly. Easy access, friendly landlord, comfortable bed, quiet location and coffee were a few of our pluses. Since we did not plan to have meals there, the lack of a ""kitchen"" was not an issue. We would recommend Stuart and his Sun House to anyone wanting a hotel room and more in NE Portland."
1917542,10815097,2014-03-09,10106440,Amir,"Stuart was a wonderful host and was able to welcome my girlfriend and I to our first visit to Portland. The place was equipped with a small and functional living room, mini-fridge, a queen sized bed, spacious dressing area (with dresser), and clean bathroom. There is a roku equipped with Netflix to enjoy movies as well. Location wise, the Sun House is close to the heart of the city and only a 5-10 minute drive from most bars / restaurants in the area. 

Loved the place and the city. I would definitely recommend this place for any individuals who are considering visiting, much better in my opinion than many hotels. "
1917542,10940443,2014-03-14,10508603,Claudia,"Stuart's place is great! I've really only had positive experiences with airbnb but Stuart's place takes it up a notch as it comes with a nice sitting space, coffee and a refrigerator. Stuart even got in touch before my stay to ask how I take my coffee so he could make sure to have creamer or half and half in the fridge for me! His place is comfortable and private and he was easy to communicate with. Highly recommend if you're looking for something in NE Portland. "
1917542,11219519,2014-03-25,12037203,Victor,Stuart was a great host. He was very friendly and helpful. He stopped by to say hello in person and had many recommendations for restuarants in the area. The sun house was clean and tidy and everything was exactly as described. We would definitely stay again.
1917542,11320010,2014-03-30,11337349,Elena,"Stuart was an amazing host! I had conference at the Portland Convention center and wanted a little more comfort than the typical hotel. Stuart had everything set for me and the space was warm and cozy. The coffee was delicious and he was generous enough to give cream and sugar to go with it. In addition, he left a few healthy snacks. The place was very clean and had all I needed for a week away from home. The suite was a quick and easy bus ride away from the convention center. I would recommend this place to anyone. Stuart is very friendly and lets you decide how much interaction you'd like to have. I only wish I got to see the friendly kitty. "
1917542,11423519,2014-04-01,1276309,George,"Really lovely basement apartment in a nice part of town, only a short distance to Mississippi and Alberta, and not too far from downtown.
Stuart was a very thoughtful and generous host.
We had a great time."
1917542,11470635,2014-04-04,8781904,John,"This was a great space‚¶ private and quiet in a great neighborhood. Stuart was a great host, very helpful. Just a mile walk away there are several nice restaurants. The Metro bus is very convenient, just a few blocks away. It's in a charming neighborhood. Stuart really went out of his way to make my stay easy and comfortable"
1917542,11557325,2014-04-07,807632,Kathleen,We had a great stay and really enjoyed meeting Stuart. The suite is very comfortable and clean and has everything you need. It was a great location for me as my conference was just down the road at the hospital. The rest of the time we walked around easily and found plenty to do. Bed was really comfy! Portland is a friendly and laid back place. Looking forward to another visit already!
1917542,11653251,2014-04-10,4676582,Maryanne,"We had a fabulous time at the Sun House, and the apartment was very cute, cozy, and clean. I was traveling with a 16-year-old exchange student; the fold-out couch in the living room allowed me to have plenty of privacy in the bedroom and was still super comfortable for her. Best of all, we were less than a 10-minute bike ride into the Pearl Distinct and Downtown Portland on designated bike paths (by bike is the best way to see Portland!), so never had to fuss with a car while there. I highly recommend this flat, and would definitely book it again the next time I visit Portland. "
1917542,11710436,2014-04-13,5135302,Emma,"We had a great time at the Sunhouse! It's an adorable and clean little apartment. The place is in a great neighbourhood and easily accessible by bus. Stuart was a great host, very informative and friendly! "
1917542,11841956,2014-04-16,13620614,Megumi,"Staying at the Sun House Suite was lovely.  Stuart, the host, was very hospitable and very nice.  We spoke briefly and he as very personable.  He took out the time to give me recommendations on places to eat and things to do.  The place was very clean and quiet.  Some places are also stuffy but this place had good circulation.  I would definitely stay here again!  Thank you Stuart for a very nice time!"
1917542,12004370,2014-04-21,7874199,April,"Stuart's suite is impeccably clean and and the rooms look like they were just remodeled. Since there are several rooms, we had much more space than we would have had in a hotel room but were just as comfortable. We especially appreciated the walkability, and the quiet neighborhood is so beautiful in the spring, full of trees and flowers. It was great to have a mini fridge to hold our farmers market acquisitions! Easy street parking, too."
1917542,12138875,2014-04-23,5524742,Cheyenne,"My friend and I had a really pleasant stay at Stuart's Sun House. Stuart communicated quickly and clearly beforehand and we couldn't have asked for a sweeter place.
"
1917542,12256854,2014-04-27,11363544,Maria,"My little family really enjoyed our time at the Sun House. Stuart was a terrific host. He gave timely responses, had coffee/tea and healthy snacks awaiting our arrival, and was super friendly to chat with. He had great local advice for us and sent us to the coolest kid friendly restaurant we've been to since having kiddos. The suite was perfect. Very clean, comfortable and spacious. There were interesting books, local maps and fun board games in the suite. Stuart's cat is adorable, friendly and super patient with little hands! The neighborhood is great. It's quiet enough to relax and get a good nights rest, but also very walkable to some really good stuff. There are fantastic restaurants, fun shops and cool bars a short distance away by feet. There's also Irving Park, which has a fun playground, close by if you're traveling with a kid or two. And the walk to all of these places is beautiful - adorable houses on tree lined streets full of flowers.
I would definitely recommend staying at the Sun House if you ever find yourself in Portland. "
1917542,12338630,2014-04-29,5200330,Heidi,Sweet place to stay. Fun neighborhood.
1917542,12978656,2014-05-16,7882443,Lindsay,"The Sun House was perfect for our short stay in Portland. Great location, nice clean and well decorated space, and very attentive host. Thanks for having us!"
1917542,13043699,2014-05-18,14634146,Sylvia,Stuart was super friendly and accommodating to all of my requests. He went above and beyond to keep me comfortable and able to enjoy Portland as much as possible during my first visit to this area. The location was very convenient for my meetings at the Oregon Convention Center and going into downtown. I would highly recommend staying at the Sun House.
1917542,13304361,2014-05-25,12001082,Hannah,"I had a fantastic stay at the Sun House! It was very cozy and comfortable, and the location couldn't have been more convenient. I'd stay here again anytime. Stuart is very friendly and helpful and made our stay very pleasant."
1917542,13418719,2014-05-27,658493,John,"Stuart was the perfect host; patiently answering all our questions and accommodating our special requests.  The space was even better than advertised.  We are host parents for international students and our party included a high school sophomore from Korea.  She was happy to have her private space in the front room with two doors between our bedroom and hers.  
Sun House is set in a quiet neighborhood of century-old homes within walking distance of downtown Portland.  It's uphill coming back, so you may prefer the 9 minute cab- or 15 minute bus-ride.  Bridges Caf√© is three short blocks away, serves wonderful breakfast all day and is across the street from a Nike outlet store.  Also nearby is the legendary Wonder Ballroom.  We failed to check the schedule when we booked Sun House and missed our chance to see Maya Rudolph and Gretchen Lieberum performing Princess (a gender-flipped homage to Prince)."
1917542,13606384,2014-06-01,13028544,April,"My stay at the Sun House absolutely exceeded my expectations. 
It was very spacious, exceptionally clean and a great location.
Stuart was the perfect host, his attention to detail makes this a very cozy stay away from home."
1917542,13816700,2014-06-05,4160920,Ruth,"Our stay in the Sun House was great.  The space was just as described...only better!  Clean, modern and comfortable.  Stuart was helpful without being intrusive and I will definitely try to book the Sun House again when I return to Portland. "
1917542,13895265,2014-06-07,16073647,Andy,"Stuart was a tremendous host. He kept in contact before I arrived to make sure everything was okay, and even asked me if I preferred cream or milk for my coffee and tea!

He provided great recommendations for places to eat, and also responded in a timely manner when I reached out to him. The neighbourhood was very nice; a lot of places were in walk-able distance. "
